entity_text,paper_count,pmids,entity_type,sources,mean_confidence
DDPD,2,"35139189,35325082",COM,ruler,1.0
ESKtides,2,"38531599,38720552",COM,statistical,1.0
DESS,2,"37988145,39406785",COM,"statistical,v2_bert",0.98045397
HAMP,2,"38650009,39483755",COM,"statistical,v2_bert",0.8520455
DEPICTER2,2,"37140058,40728619",COM,statistical,1.0
SDO,2,"36997553,38001090",COM,statistical,1.0
DEMO,2,"35962986,40000103",COM,statistical,1.0
SDN,2,"36560204,38330004",COM,statistical,1.0
SDCD,2,"38493221,38912260",COM,"statistical,v2_bert",0.77297142
WebGIS,2,"37076509,38615135",COM,statistical,1.0
HCA,2,"39567491,39567529",COM,v2_bert,0.7477421
SCovid,2,"34634820,39714149",COM,ruler,1.0
HCCDB,2,"35637248,38886186",COM,ruler,1.0
GitLab,2,"37387181,40542438",COM,v2_bert,0.621564325
SPARC,2,"38426333,40162160",COM,statistical,1.0
Database of,2,"36197704,40018115",FUL,v2_bert,0.7586215
VIOLIN,2,"38664818,39991713",COM,ruler,1.0
Dr.,2,"36432139,36542037",COM,statistical,1.0
Salzburg Intensive Care database,2,"38548745,38763952",FUL,statistical,1.0
EEGNet,2,"38609440,40122923",COM,statistical,1.0
GIST,2,"36155382,39757424",COM,statistical,1.0
GWAS Central,2,"36350644,36624667",COM,statistical,1.0
GWAS Explorer,2,"35900159,36635305",COM,statistical,1.0
GWH,2,"38872612,39977364",COM,ruler,1.0
GaAs,2,"35804001,37289737",COM,statistical,1.0
Tumor,2,"35221333,38739503",FUL,v2_bert,0.603469315
Dog10K,2,"37582787,39436034",COM,statistical,1.0
GaitPrint,2,"38052819,39856107",COM,statistical,1.0
Galaxy Training Network,2,"35446428,38769056",FUL,statistical,1.0
TumorMet,2,"36207341,36271028",COM,statistical,1.0
TurboID,2,"40057523,40301568",COM,statistical,1.0
SYNBIP,2,"34664670,39413165",COM,statistical,1.0
SWaP,2,"37973853,39599040",COM,statistical,1.0
Gastro-Intestinal Pacemaker Activity Drug Database,2,"37117211,40240387",FUL,statistical,1.0
Gastrodia,2,"37016293,40189939",COM,statistical,1.0
Type(s,2,"36631463,37355750",COM,statistical,1.0
Diseases,2,"35348648,39348154",COM,v2_bert,0.8230425699999999
U-Net,2,"40069254,40240372",COM,statistical,1.0
SWCC,2,"35879368,39792898",COM,statistical,1.0
UAV,2,"37080987,38304386",COM,"statistical,v2_bert",0.8971681300000001
SWADESH,2,"37184127,37859652",COM,"statistical,v2_bert",0.86257865
GIPADD,2,"37117211,40240387",COM,statistical,1.0
Tool,2,"34791067,36350094",FUL,v2_bert,0.68168288
TogoVar,2,"36509753,39380489",COM,ruler,1.0
SapBERT,2,"39197057,39259689",COM,statistical,1.0
TriTrypDB,2,"36656904,40258068",COM,ruler,1.0
Trees4F,2,"35115529,36658201",COM,statistical,1.0
GLP-1,2,"37233759,40044142",COM,statistical,1.0
ECHSA-CD,2,"37410599,37605816",COM,v2_bert,0.9876536
ECHSA,2,"37410599,37605816",COM,statistical,1.0
GMT,2,"39049932,39425047",COM,statistical,1.0
GMrepo,2,"34788838,38227799",COM,ruler,1.0
SegNet,2,"36240175,40175374",COM,statistical,1.0
GNC,2,"37173739,39333635",COM,"statistical,v2_bert",0.80284075
ToxRefDB,2,"37753522,38656946",COM,statistical,1.0
Toxicity Reference Database,2,"37753522,38656946",FUL,statistical,1.0
EBV,2,"37112833,38803518",COM,statistical,1.0
GOME-2,2,"35859094,39592634",COM,statistical,1.0
E18,2,"35188184,35870696",COM,statistical,1.0
GPL,2,"37285215,38444401",COM,v2_bert,0.8140970750000001
GLORIA ,2,"36797273,37024498",COM,v2_bert,0.97642455
GSMN,2,"37647283,40163742",COM,statistical,1.0
Trans-Proteomic Pipeline,2,"36674563,37644119",FUL,statistical,1.0
GLORIA,2,"36797273,37024498",COM,statistical,1.0
GLOBMAP,2,"35577806,39090119",COM,statistical,1.0
Scientific Committee on Antarctic Research,2,"37202393,39871100",FUL,statistical,1.0
GRAND,2,"34508353,35126443",COM,ruler,1.0
EDGE,2,"35561186,39963423",COM,statistical,1.0
DrugMAP,2,"36243961,39271119",COM,statistical,1.0
Science Citation Index Expanded,2,"36081985,36224012",FUL,statistical,1.0
EDI,2,"36279787,38063367",COM,"statistical,v2_bert",0.8840288199999999
Seq2,2,"35561293,36300619",COM,statistical,1.0
SeqCode,2,"38211536,39235268",COM,statistical,1.0
SciCrunch,2,"35715874,40884802",COM,statistical,1.0
UCSC,2,"34718705,36420891",COM,v2_bert,0.69565455
TmAlphaFold,2,"36318239,36917599",COM,ruler,1.0
UDG,2,"38330721,38565025",COM,statistical,1.0
GenomeTrakr,2,"36748524,38860884",COM,statistical,1.0
Degradome,2,"34559659,39167719",COM,ruler,1.0
Genome Analysis Toolkit,2,"37243692,40098071",FUL,statistical,1.0
SSP1,2,"38485989,40082465",COM,statistical,1.0
SSP,2,"38091208,40119373",COM,v2_bert,0.790262365
SSO,2,"39730632,39978599",COM,statistical,1.0
Genome Browser,2,"35088925,39460617",FUL,v2_bert,0.806260325
Genome Database,2,"36092435,39937662",FUL,v2_bert,0.8369491499999999
SSG,2,"36219697,36402024",COM,statistical,1.0
SRTM,2,"38245566,40193489",COM,statistical,1.0
Genome Warehouse,2,"38872612,39977364",FUL,ruler,1.0
Deep Neural Network,2,"38778085,40155442",FUL,statistical,1.0
GENRE,2,"37279743,37387581",COM,statistical,1.0
VACCELERATE,2,"35659449,39017997",COM,statistical,1.0
TimeTree,2,"35932227,36648314",COM,ruler,1.0
Deciphering Developmental Disorders,2,"35134823,36561149",FUL,statistical,1.0
VARIDT,2,"34747471,37819041",COM,statistical,1.0
VAW,2,"37556115,38363752",COM,statistical,1.0
SPOT,2,"35365676,36343611",COM,statistical,1.0
DcmCollab,2,"37850659,39522118",COM,statistical,1.0
Genomics Evidence Neoplasia Information Exchange,2,"35819403,38421446",FUL,v2_bert,0.869792975
SPOC,2,"40015271,40119113",COM,statistical,1.0
GENIE,2,"35819403,37061987",COM,"statistical,v2_bert",0.7517466500000001
SPN,2,"35703370,39521772",COM,statistical,1.0
SPIRE,2,"37897342,38035367",COM,statistical,1.0
Database of Interacting Protein Structures,2,"37537186,38148272",FUL,statistical,1.0
Database of Immune Cell Expression,2,"35213211,36707993",FUL,statistical,1.0
EMPD,2,"40156656,40521155",COM,statistical,1.0
GFF,2,"39540856,39854281",COM,statistical,1.0
GenCC,2,"35507016,39465390",COM,statistical,1.0
UNIFAN,2,"35764397,36036832",COM,v2_bert,0.9783965800000001
SUrvival related cancer Multi-omics database via MEndelian Randomization,2,"35947748,40779118",FUL,v2_bert,0.893046885
SUV,2,"36581374,40467341",COM,statistical,1.0
Digital Object Identifier,2,"39424499,40996712",FUL,statistical,1.0
UK Biobank,2,"36402876,39911793",COM,v2_bert,0.9038504199999999
Digital Imaging and Communications in Medicine,2,"39443503,40666496",FUL,statistical,1.0
Digital Health,2,"35673005,38870885",FUL,statistical,1.0
SUMMARY,2,"36597652,38945507",COM,statistical,1.0
Digital Atlas of Ancient Rare Diseases,2,"39044201,39079280",FUL,statistical,1.0
GHGE,2,"35599819,40372422",COM,statistical,1.0
UMAP,2,"35749381,37791879",COM,statistical,1.0
SUDMEX,2,"35361781,38649689",COM,statistical,1.0
Dietary Supplement Label Database,2,"35967902,39007096",FUL,ruler,1.0
UNITE,2,"37953409,38035367",COM,ruler,1.0
EMDS-6,2,"35308350,35547119",COM,statistical,1.0
Gene Ontology Annotation,2,"38940182,40217132",FUL,ruler,1.0
STS GTSD,2,"36404445,39880273",COM,v2_bert,0.994414535
GeneCodis,2,"36209090,38896860",COM,statistical,1.0
DiZyme,2,"35032097,38781458",COM,statistical,1.0
Sex-,2,"36173858,38168632",COM,statistical,1.0
UTRdb,2,"36399486,40273288",COM,ruler,1.0
ELSI,2,"36703942,38180998",COM,statistical,1.0
GeneWeaver,2,"37891644,39049932",COM,ruler,1.0
General Data Protection Regulation,2,"35673005,37589648",FUL,statistical,1.0
DescribePROT,2,"37933852,39576581",COM,ruler,1.0
GeniePool,2,"37311148,39729312",COM,ruler,1.0
GenoLab,2,"35869426,36721080",COM,statistical,1.0
HES,2,"37339842,40370711",COM,statistical,1.0
EU-Trees4F,2,"35115529,36658201",COM,v2_bert,0.9964703699999999
Importance</h4><i,2,"38018981,38054745",COM,statistical,1.0
RDCA-DAP,2,"35668316,37131052",COM,statistical,1.0
TSEBRA,2,"38866550,40828275",COM,statistical,1.0
IGMS,2,"38997128,39101486",COM,v2_bert,0.716075265
IID,2,"34755877,39349569",COM,ruler,1.0
Centralized Interactive Phenomics Resource,2,"36882092,38481028",FUL,statistical,1.0
Central Resource Database,2,"35348648,36624666",FUL,ruler,1.0
Centers for Disease Control,2,"36074108,39753885",FUL,statistical,1.0
Cellosaurus,2,"35994130,39126204",COM,ruler,1.0
CellProfiler,2,"35087120,37690102",COM,statistical,1.0
IMG/PR,2,"37735266,37930866",COM,statistical,1.0
contributionThe,2,"39334272,39501332",COM,statistical,1.0
CellMarker,2,"36300619,37183449",COM,ruler,1.0
CellChat,2,"36515985,39289562",COM,statistical,1.0
curated,2,"36207780,37001349",FUL,v2_bert,0.802379885
d,2,"35470070,36130085",COM,v2_bert,0.829460675
SoyBase,2,"35037201,35361112",COM,ruler,1.0
REDCap,2,"36406113,37977060",COM,v2_bert,0.93446878
Cell Death & Disease</i,2,"35769473,39898258",FUL,statistical,1.0
REBASE,2,"36318248,36624667",COM,ruler,1.0
REASSURED,2,"37433000,37866094",COM,statistical,1.0
Cell Atlas,2,"39567491,39567529",FUL,v2_bert,0.5813889999999999
SoyMD,2,"37811889,38035367",COM,statistical,1.0
IN,2,"38132796,40032869",COM,v2_bert,0.711527775
README,2,"39259175,40163700",COM,statistical,1.0
data,2,"38589374,39839853",FUL,v2_bert,0.6057382
RDR,2,"37644024,40523454",COM,statistical,1.0
SoyOmics,2,"36950735,38018256",COM,statistical,1.0
Fourth Chromosome Resource Project,2,"37981656,39804955",FUL,statistical,1.0
IGF2,2,"36830626,36864379",COM,statistical,1.0
ChIP-Hub,2,"35701419,37682478",COM,statistical,1.0
ChIPBase,2,"36399495,36624667",COM,ruler,1.0
Chemical Probes Portal,2,"36268860,39558166",FUL,statistical,1.0
TZVP,2,"35512708,39900597",COM,statistical,1.0
ROAD,2,"37527270,38252659",COM,statistical,1.0
IAV,2,"36875146,38760422",COM,statistical,1.0
bio.tools,2,"37069545,40884802",COM,ruler,1.0
RNALocate,2,"34551440,39404071",COM,ruler,1.0
c,2,"37094074,38528147",FUL,v2_bert,0.8831485
RNADisease,2,"36134718,38127089",COM,ruler,1.0
SomaMutDB,2,"34634815,38567727",COM,ruler,1.0
RNA-Chrom,2,"37221043,37410919",COM,"statistical,v2_bert",0.99931258
Cheung,2,"38935508,38968076",COM,statistical,1.0
TVOC,2,"37853016,40374665",COM,statistical,1.0
cancer-specific circRNA database,2,"34551437,40886269",FUL,ruler,1.0
ID,2,"37797858,40666496",COM,v2_bert,0.6911568699999999
TSNAdb,2,"36209954,37258913",COM,ruler,1.0
IDEA,2,"39102882,40599425",COM,statistical,1.0
Chemical,2,"39558166,40481042",COM,v2_bert,0.509498785
IDHmut,2,"38205245,38828478",COM,statistical,1.0
RISE,2,"39046096,39872495",COM,ruler,1.0
ECI,2,"35925920,39738661",COM,statistical,1.0
IDphy</i,2,"35900347,38298569",COM,statistical,1.0
chromatin,2,"36243984,36328151",FUL,v2_bert,0.664279045
FunCoup,2,"39530220,39700425",COM,ruler,1.0
CheckMyMetal,2,"36464767,40155596",COM,statistical,1.0
Emissions Database for Global Atmospheric Research,2,"34997520,39237577",FUL,statistical,1.0
SorghumBase,2,"35015132,38100514",COM,ruler,1.0
IGD,2,"38245654,40335531",COM,ruler,1.0
INDRA,2,"35238605,36938926",COM,v2_bert,0.9396052500000001
TRRUST,2,"36114445,36723605",COM,ruler,1.0
XLNET,2,"36523764,38781237",COM,statistical,1.0
TRIPOD,2,"36359199,39779929",COM,statistical,1.0
Quartet,2,"37674236,37884999",COM,v2_bert,0.76555073
Cancer Research Database,2,"35430561,38808697",FUL,statistical,1.0
ITGDB,2,"36304264,38189256",COM,statistical,1.0
eFP,2,"36710629,38576267",COM,v2_bert,0.74590525
eHealth,2,"35045583,36772292",COM,statistical,1.0
QuanDB,2,"38685101,38863005",COM,statistical,1.0
TPGxD-1,2,"38853370,39449569",COM,statistical,1.0
Qinghai-Tibet,2,"39048584,39747886",COM,statistical,1.0
Cancer Dependency Map,2,"36938926,39091515",FUL,statistical,1.0
IVE,2,"34951848,37988212",COM,v2_bert,0.7536453750000001
TPCPA,2,"40446800,40513574",COM,statistical,1.0
QUIN,2,"35551216,38347012",COM,v2_bert,0.9065405
QUANT,2,"39168987,40381982",COM,statistical,1.0
Canadian Open Neuroscience Platform,2,"37024500,37498959",FUL,statistical,1.0
Canadian COVID-19 Genomics Network,2,"35401651,39401061",FUL,statistical,1.0
QSRR,2,"39798480,40393240",COM,statistical,1.0
CanVaxKB,2,"38204924,38890666",COM,statistical,1.0
eXchange,2,"38152493,39113788",COM,statistical,1.0
Illuminating the Druggable Genome,2,"36624666,37467006",FUL,statistical,1.0
QM9,2,"37938558,39753599",COM,v2_bert,0.821600935
FlyPhoneDB,2,"35100387,40677242",COM,statistical,1.0
TOGA,2,"37104600,37784172",COM,statistical,1.0
Q&A,2,"38466733,40039144",COM,statistical,1.0
Immune,2,"35652743,36266291",COM,v2_bert,0.66180545
ImmuneSpace,2,"35262674,36266291",COM,statistical,1.0
CYTOCON DB,2,"36128761,36633255",COM,v2_bert,0.97888335
CYTOCON,2,"36128761,36633255",COM,statistical,1.0
eCoaching,2,"36400793,37349483",COM,statistical,1.0
ISV,2,"37386017,40164853",COM,statistical,1.0
Cancer Treatment Response gene signature DataBase,2,"34570230,39494527",FUL,ruler,1.0
RBP2GO,2,"38917322,40057470",COM,ruler,1.0
INRAE,2,"35161327,40673190",COM,v2_bert,0.920793875
INS,2,"36693896,38912109",COM,statistical,1.0
CattleGTEx,2,"35953587,36008711",COM,v2_bert,0.99754833
RCSB PDB,2,"34864908,39607707",COM,v2_bert,0.72190272
RCSB,2,"34864908,38597878",COM,v2_bert,0.774311565
dbCAN-PUL,2,"36399503,37125649",COM,statistical,1.0
RCNN,2,"36240175,40445983",COM,statistical,1.0
dbCAN2,2,"36399503,37125649",COM,ruler,1.0
INdicators,2,"35551216,38347012",COM,statistical,1.0
FoodOn,2,"36076868,36526439",COM,statistical,1.0
RBPome,2,"39079742,39498484",COM,statistical,1.0
EnteroBase,2,"39441072,39780046",COM,ruler,1.0
ddPCR,2,"37183971,38192250",COM,statistical,1.0
e.g.</i,2,"35664224,36326108",COM,statistical,1.0
ddRAD,2,"35712605,38281308",COM,statistical,1.0
IPDB,2,"38045645,39741953",COM,statistical,1.0
Cas12a,2,"36173577,39885149",COM,statistical,1.0
Food and Drug Administration,2,"36233864,39979631",FUL,statistical,1.0
RAIN,2,"35655179,37907558",COM,v2_bert,0.71145003
IRI,2,"35163069,39041912",COM,statistical,1.0
Cantonese,2,"38017201,38333059",FUL,v2_bert,0.67286018
IRIDA,2,"35138128,37361153",COM,statistical,1.0
Candida Genome Database,2,"36008656,39776186",FUL,ruler,1.0
CancerSCEM,2,"34643725,39460627",COM,ruler,1.0
SpaceX,2,"38744887,38862509",COM,statistical,1.0
TRED,2,"38606287,38855325",COM,statistical,1.0
b,2,"36993866,38155573",COM,v2_bert,0.6811885
TZVPPD,2,"36599873,40280945",COM,statistical,1.0
auPRC,2,"38660008,38900628",COM,statistical,1.0
HydroSHEDS,2,"37024499,37973853",COM,statistical,1.0
HMO,2,"39041358,40112707",COM,statistical,1.0
HNE,2,"36421454,40153091",COM,statistical,1.0
GA4GH,2,"34791407,37196000",COM,v2_bert,0.78651465
Small Molecule Antiviral Compound Collection,2,"37169224,39840476",FUL,ruler,1.0
HPRC,2,"39192052,39432666",COM,statistical,1.0
HR-bac,2,"35132103,38951325",COM,v2_bert,0.9506867999999999
HRCA,2,"35934354,35934426",COM,statistical,1.0
HRSV,2,"39043393,39991713",COM,statistical,1.0
RoBERTa,2,"38515052,38781237",COM,"statistical,v2_bert",0.9927604800000001
G4MP2,2,"37938558,39881140",COM,statistical,1.0
HSV,2,"36123328,38453963",COM,statistical,1.0
HTAN,2,"37403657,40164800",COM,v2_bert,0.8519416
HTP,2,"40200282,40305672",COM,v2_bert,0.94019523
Coronavirus disease 2019,2,"37605622,39778891",FUL,statistical,1.0
Ribocentre,2,"36177882,37855663",COM,ruler,1.0
RiboSeq.Org,2,"37356899,39540432",COM,v2_bert,0.9548561
Copy Number Variation,2,"35832621,36147666",FUL,statistical,1.0
Copernicus Monitoring Environment Marine Service,2,"37864836,38538659",FUL,statistical,1.0
Small Molecule Pathway Database,2,"37962386,38598715",FUL,ruler,1.0
Convolutional Neural Network models,2,"39880865,40175374",FUL,statistical,1.0
EXPRESSO,2,"39498488,39658041",COM,statistical,1.0
Convolutional Neural,2,"35290901,36891388",FUL,v2_bert,0.6025388300000001
G4LDB,2,"34718746,39319582",COM,ruler,1.0
ConvLSTM,2,"38066222,39994432",COM,statistical,1.0
G$,2,"35021190,37833838",COM,statistical,1.0
a database of somatic mutations in normal human tissues,2,"34634815,38567727",FUL,ruler,1.0
Ebola,2,"37880607,39450189",COM,statistical,1.0
SA,2,"36311644,38994789",COM,"statistical,v2_bert",0.8178635249999999
CuAAC,2,"37816350,39795895",COM,statistical,1.0
You Only Look Once,2,"39290423,39633811",FUL,statistical,1.0
SARC,2,"35715150,39175079",COM,statistical,1.0
HGA,2,"38920699,39058648",COM,statistical,1.0
HGD,2,"34747465,36318261",COM,ruler,1.0
SBGN,2,"34864890,37467006",COM,statistical,1.0
Xenopus,2,"35833709,38614285",COM,statistical,1.0
Xenopus model organism,2,"34791383,36755307",FUL,ruler,1.0
SAbDab,2,"38975336,40588511",COM,ruler,1.0
Cycle Generative Adversarial Network,2,"35521557,38032941",FUL,statistical,1.0
EUBUCCO,2,"36941275,37072412",COM,v2_bert,0.9883436800000001
HIF-1,2,"36209090,37705596",COM,statistical,1.0
YEASTRACT,2,"35183229,36350610",COM,ruler,1.0
HIGHLIGHTS,2,"39140398,40545618",COM,statistical,1.0
HINT,2,"35932982,37894561",COM,ruler,1.0
CyVerse,2,"35037207,35748708",COM,statistical,1.0
SABER,2,"39114517,40446186",COM,statistical,1.0
EURISCO,2,"36189883,38068581",COM,ruler,1.0
GAM,2,"35639928,37459573",COM,statistical,1.0
SAPN,2,"38084728,40078315",COM,statistical,1.0
YOLOv9,2,"39471150,39979297",COM,"statistical,v2_bert",0.8371740999999999
HLA-DRB1,2,"38840924,38907896",COM,statistical,1.0
CureSCi,2,"36508412,40267160",COM,statistical,1.0
Yangtze River Delta,2,"39732682,40456784",FUL,statistical,1.0
Cure Sickle Cell Initiative,2,"36508412,40267160",FUL,statistical,1.0
Year22,2,"39424641,39500899",COM,statistical,1.0
SADA,2,"35962986,36920090",COM,statistical,1.0
SABIO-RK,2,"37002681,40548541",COM,statistical,1.0
GAIA,2,"35971612,37236983",COM,ruler,1.0
ConsensusPathDB,2,"34850110,34986604",COM,ruler,1.0
a knowledge graph-based,2,"35653350,37779250",FUL,ruler,1.0
Congenital Heart Surgeons,2,"37410599,37605816",FUL,v2_bert,0.5540154
Electronic Health Record,2,"35066586,38789452",FUL,statistical,1.0
Clock,2,"37945571,38740754",COM,statistical,1.0
Human Genome Diversity Project,2,"36124792,37024526",FUL,statistical,1.0
Clinical Proteomic Tumor Analysis Consortium,2,"35197484,37619559",FUL,statistical,1.0
Human Leukocyte Antigen,2,"35514183,36620582",FUL,statistical,1.0
Clinical Interpretation of Variants in Cancer,2,"35426945,36373660",FUL,ruler,1.0
Human Lung Cell Atlas,2,"35086829,37291214",FUL,statistical,1.0
Human Metabolome Database,2,"34986597,36747479",FUL,ruler,1.0
Software,2,"36670373,40596788",FUL,v2_bert,0.78071308
Human Proteoform Atlas,2,"34986596,34986604",FUL,statistical,1.0
Human Reference Atlas,2,"36973309,37181487",FUL,statistical,1.0
Cistrome Data Browser,2,"36688700,37971305",FUL,ruler,1.0
anti-<i,2,"35782147,40352392",COM,statistical,1.0
Human Tumor Atlas Network,2,"37403657,40164800",FUL,statistical,1.0
CloudSEN12,2,"36566333,39281010",COM,statistical,1.0
CircadiOmics,2,"35610420,35657089",COM,ruler,1.0
antioxidant database,2,"37001349,38754474",FUL,ruler,1.0
CircR2Disease,2,"35907779,40886269",COM,ruler,1.0
RTS,2,"34918453,36864926",COM,statistical,1.0
CircNet,2,"34850139,40886269",COM,ruler,1.0
HumanNet,2,"34747468,36350625",COM,ruler,1.0
RStudio,2,"36467714,37702993",COM,statistical,1.0
RSSC,2,"38427684,39191402",COM,statistical,1.0
RSD,2,"37257968,39383500",COM,statistical,1.0
Chromosome Resource,2,"35084488,39804955",FUL,v2_bert,0.60209751
RPS,2,"34718734,39460625",COM,ruler,1.0
RPE,2,"35235346,38137678",COM,statistical,1.0
Cloud,2,"35417349,40411413",FUL,v2_bert,0.5798054699999999
Human Disease Ontology,2,"36856688,37953304",FUL,statistical,1.0
Congenital Database,2,"37410599,37605816",FUL,v2_bert,0.82762456
FungiDB,2,"34788826,38529759",COM,ruler,1.0
Resources,2,"39913390,40382861",FUL,v2_bert,0.5550167699999999
TastePeptides-Meta,2,"36423555,40172106",COM,v2_bert,0.958839365
FuzDB,2,"34791357,34986604",COM,ruler,1.0
Echinobase,2,"34791383,38262680",COM,ruler,1.0
Complex Portal,2,"34718729,39558156",FUL,statistical,1.0
Complete Genome Sequence Resource of,2,"36306438,36444142",FUL,statistical,1.0
Complete Genome Resource of,2,"34260284,35286126",FUL,statistical,1.0
HiChIP,2,"36215037,40542429",COM,v2_bert,0.98465518
aBiofilm,2,"37356913,39242712",COM,ruler,1.0
Renal Cell Carcinoma,2,"37029115,37031280",FUL,statistical,1.0
Remote,2,"37340487,40301633",COM,statistical,1.0
CompTox,2,"36215146,37561120",COM,v2_bert,0.7395280799999999
Common Objects in Context,2,"39895661,40494879",FUL,statistical,1.0
ClusteredNR,2,"36350640,36370100",COM,statistical,1.0
admetSAR,2,"38294881,38647076",COM,ruler,1.0
Combining Congenital Heart Surgical and Interventional Cardiology Outcome Data in a Single Database,2,"37410599,37605816",FUL,statistical,1.0
HmmSearch,2,"35591924,39224843",COM,statistical,1.0
CohesinDB,2,"36162821,39283468",COM,ruler,1.0
Real World,2,"39034946,39850579",COM,v2_bert,0.6641426100000001
CoVox,2,"40216652,40327170",COM,"statistical,v2_bert",0.9968761500000001
Reactome Knowledgebase,2,"34788843,37941124",COM,v2_bert,0.75648655
Reactions,2,"35831427,38660610",COM,statistical,1.0
CoRegNet,2,"38113079,40234567",COM,statistical,1.0
Human Activity Recognition,2,"35922418,39771711",FUL,statistical,1.0
CmirC,2,"36287286,39085735",COM,ruler,1.0
an open access data,2,"36367313,39399491",FUL,ruler,1.0
kHz,2,"38041539,38870212",FUL,statistical,1.0
Imaging Archive,2,"37938247,39567508",FUL,v2_bert,0.6635948300000001
ADDAGMA,2,"35222847,38886444",COM,ruler,1.0
ATRX,2,"36624117,39702467",COM,statistical,1.0
the,2,"37823598,39441075",FUL,v2_bert,0.61374667
Alzheimer's Disease Sequencing Project,2,"40407102,40545618",FUL,statistical,1.0
ATO,2,"37699323,38951621",COM,statistical,1.0
AsgeneDB,2,"36330044,36518681",COM,statistical,1.0
text2term,2,"39607847,40510764",COM,statistical,1.0
ATPase,2,"38063437,40316178",COM,statistical,1.0
P10K,2,"37930867,38035371",COM,v2_bert,0.93040484
MGB,2,"34849976,36040790",COM,statistical,1.0
MOTHER,2,"38900906,38995706",COM,statistical,1.0
MOTHER-DB,2,"38900906,38995706",COM,statistical,1.0
MTL,2,"36327654,40329333",COM,statistical,1.0
Model,2,"36208224,38538624",COM,"statistical,v2_bert",0.81254695
MXene,2,"38815704,39981873",COM,statistical,1.0
PIXUL,2,"37553584,37924947",COM,statistical,1.0
BD,2,"36789640,37052519",COM,v2_bert,0.78175025
ORIGINS,2,"37444144,40151796",COM,statistical,1.0
PKAD,2,"37520074,41098352",COM,ruler,1.0
NPClassifier,2,"36512929,39737565",COM,statistical,1.0
"xlink=""http://www.w3.org/1999",2,"39602893,40494321",COM,statistical,1.0
AUDE,2,"35778250,39979631",COM,v2_bert,0.73521747
OncoSplicing,2,"34554251,39558172",COM,statistical,1.0
PDC,2,"37010520,39225545",COM,"statistical,v2_bert",0.864255725
AI4SkIN,2,"37925214,40368949",COM,v2_bert,0.8693788
Metabolomics,2,"35040929,38132886",FUL,v2_bert,0.6690348100000001
MethMotif,2,"37850642,40279252",COM,ruler,1.0
NBC,2,"39388213,39700412",COM,v2_bert,0.85399888
NRCMM,2,"35138443,40146303",COM,v2_bert,0.9410373
ONE,2,"37968560,38412860",COM,statistical,1.0
Atherosclerosis Risk in Communities,2,"36890639,37850400",FUL,statistical,1.0
MHA,2,"35106057,36710661",COM,"statistical,v2_bert",0.99664085
ASP,2,"35678569,40269329",COM,"statistical,v2_bert",0.8246022
PIONEER,2,"34980020,39251785",COM,statistical,1.0
PDTOs,2,"38451475,39622151",COM,statistical,1.0
Analytic Hierarchy Process,2,"36575300,39741160",FUL,statistical,1.0
Natural Products Atlas,2,"34718710,39588755",FUL,statistical,1.0
MoClo,2,"38483353,39871102",COM,v2_bert,0.833960115
MGSA,2,"38016109,40155442",COM,statistical,1.0
Natural Products Magnetic Resonance Database,2,"34791429,39574402",FUL,ruler,1.0
ASV,2,"36604610,37208388",COM,statistical,1.0
3.<h4,2,"36156867,36353604",COM,statistical,1.0
MORE,2,"39987132,40538029",COM,statistical,1.0
3'aQTL,2,"34432052,38305800",COM,statistical,1.0
ASpdb,2,"39530217,39658041",COM,"statistical,v2_bert",0.78141257
Omnitrap,2,"36113052,37534599",COM,v2_bert,0.67869655
AUGUSTUS,2,"37653395,40828275",COM,statistical,1.0
2024.<h4,2,"39046096,39230707",COM,statistical,1.0
NoncoRNA,2,"37427977,40251829",COM,ruler,1.0
PLCO,2,"35900159,36635305",COM,v2_bert,0.574619985
AnimalTFDB,2,"36268869,38015957",COM,ruler,1.0
MERFISH,2,"38566187,40062614",COM,statistical,1.0
BERTopic,2,"38359072,40133382",COM,statistical,1.0
PLI,2,"37738401,38472239",COM,statistical,1.0
BETA,2,"35649342,39906132",COM,ruler,1.0
BEVS,2,"38951325,40065540",COM,statistical,1.0
2.5.0,2,"38853370,39449569",COM,statistical,1.0
PADAPT,2,"37066087,37880224",COM,v2_bert,0.9422449749999999
OSCAR,2,"35242947,36544722",COM,ruler,1.0
qPrimerDB,2,"34773623,39119895",COM,ruler,1.0
NORMAN,2,"36284750,38723350",COM,v2_bert,0.66966145
Neoadjuvant,2,"36876973,36928818",COM,statistical,1.0
yeast,2,"34918453,38447993",FUL,v2_bert,0.58198638
NONAN,2,"38052819,39856107",COM,v2_bert,0.94876548
search,2,"38016694,38270339",FUL,v2_bert,0.729001555
MPNet,2,"35655148,39631489",COM,statistical,1.0
MPO,2,"38163502,38542901",COM,statistical,1.0
MELD,2,"39854354,40605853",COM,statistical,1.0
META,2,"36222566,36869294",COM,statistical,1.0
PAC,2,"37387170,38206988",COM,"statistical,v2_bert",0.8591672
P2Rank,2,"35609995,39693053",COM,statistical,1.0
MPD,2,"36330959,37093804",COM,ruler,1.0
2023/24,2,"38123153,38123154",COM,statistical,1.0
MedMNIST,2,"36658144,40044786",COM,"statistical,v2_bert",0.8501323000000001
MetaboAnalyst,2,"36710017,38587201",COM,statistical,1.0
polymorphic microSATellites database,2,"35181599,39546046",FUL,ruler,1.0
targeting,2,"39447570,40316178",FUL,v2_bert,0.586360785
