entity_text,paper_count,pmids,entity_type,sources,mean_confidence
Sequence,5,"34751405,36847398,37971299,39526381,40119373",FUL,v2_bert,0.557163216
GTEx,5,"34927666,35484179,36707993,36861131,37154702",COM,v2_bert,0.8255024540000001
DBAASP,5,"35531270,35724561,36834553,39065696,40153158",COM,ruler,1.0
NetPath,5,"34890150,35838944,36454444,36480100,36944905",COM,ruler,1.0
fM.,5,"35934354,36318504,37105065,39718242,40441113",COM,statistical,1.0
LDA,5,"36610216,38127089,38733474,39982948,39994539",COM,statistical,1.0
CUDA,5,"37285215,38739583,39488701,39582251,39747823",COM,statistical,1.0
DrugCentral,5,"35021991,36624667,37707619,39526397,39558158",COM,ruler,1.0
Cancer Genome Atlas,5,"35715150,37587359,38232729,38888456,40033050",FUL,"statistical,v2_bert",0.89438134
HGMD,5,"35330423,36651276,37308883,37845247,39465390",COM,ruler,1.0
Saccharomyces Genome Database,5,"34897464,35380658,36607068,38273672,39530598",FUL,ruler,1.0
GPA,5,"34849578,37501720,38060592,38346982,40119500",COM,ruler,1.0
ECO,5,"34850135,34986598,35309132,39021078,39470701",COM,ruler,1.0
VFDB,4,"34850947,39278950,39470738,39658041",COM,ruler,1.0
HTTP,4,"35650204,35900159,38682516,38682520",COM,statistical,1.0
MZmine,4,"37980348,38324622,38769143,40523076",COM,statistical,1.0
NCBI,4,"34850941,37933855,37994677,39526381",COM,v2_bert,0.7162218324999999
Multi-omics Database for,4,"37101150,38862425,39535874,40036767",FUL,ruler,1.0
HERB,4,"37904411,39558177,39958908,40543694",COM,ruler,1.0
EDGAR,4,"34997520,39237577,39749176,40185740",COM,statistical,1.0
μL.,4,"35081119,38653014,39832863,40179699",COM,statistical,1.0
Ribosomal Database Project,4,"36638095,37258857,38189256,38235435",FUL,ruler,1.0
Network,4,"36622853,37589496,38470995,40341255",FUL,v2_bert,0.66884531
MG-RAST,4,"35941762,36401317,37798675,38872612",COM,statistical,1.0
OSF,4,"36303168,37620745,39005953,40279327",COM,v2_bert,0.8546073
ICTV,4,"35229639,37112988,39339826,40044690",COM,ruler,1.0
Mouse Phenome Database,4,"36330959,37437097,37581698,37713715",FUL,ruler,1.0
m,4,"36805459,37908832,38724597,38991018",COM,v2_bert,0.730142075
DA,4,"36988556,37851382,38821404,40388544",COM,statistical,1.0
CSCD,4,"34551437,37236982,39778786,40886269",COM,ruler,1.0
MetaCyc,4,"32877338,34991451,36949401,37236669",COM,ruler,1.0
DISEÑO,4,"34840306,35275596,36515514,36876973",COM,statistical,1.0
Expression Atlas,4,"34850121,35701420,37992296,39686909",COM,"statistical,v2_bert",0.8727394425
V,4,"36206939,38468111,39208278,39805704",COM,v2_bert,0.7035470525
BioNER,4,"37171899,38066007,39312441,40000968",COM,v2_bert,0.729555465
Genomes OnLine Database,4,"36318257,36794865,38407294,39498478",FUL,ruler,1.0
ecDNA,4,"37273851,37976817,39091515,39582892",COM,statistical,1.0
County,4,"36037463,36207310,38547183,40546922",COM,statistical,1.0
PGS,4,"38709879,39530240,39959838,39967687",COM,"statistical,v2_bert",0.8992275625
T2D.,4,"37218990,37556324,38708311,39085321",COM,statistical,1.0
AIDA,4,"35962986,36160138,40216786,40498850",COM,ruler,1.0
DMSP,4,"35858958,37507453,39695222,40500292",COM,statistical,1.0
SingleR,4,"34718712,37183449,38560451,39833693",COM,statistical,1.0
of Genome Resources,4,"35380658,37666946,37891644,38552170",FUL,v2_bert,0.846787485
Society of Thoracic Surgeons,4,"36640910,38040323,38522772,40127833",FUL,statistical,1.0
DUD-E,4,"35274672,35301752,36550341,37608081",COM,statistical,1.0
SMR,4,"36270998,37626087,39533502,40226196",COM,ruler,1.0
TarBase,4,"37098414,37260078,37929739,37986224",COM,ruler,1.0
SLAM,4,"35047564,35648872,39056885,40413211",COM,statistical,1.0
HipSTR,4,"35007277,36553472,36980892,38507015",COM,statistical,1.0
FRET,4,"35169219,35839853,39455623,40319045",COM,statistical,1.0
TAIR,4,"36200836,37016293,38262929,40170166",COM,ruler,1.0
ExoCarta,4,"36271888,38644519,38888007,40381982",COM,ruler,1.0
MinHash,4,"35758788,36383786,36814618,38648052",COM,statistical,1.0
Snakemake,4,"37016291,38335225,39465511,40238183",COM,v2_bert,0.6660998425
DSD,4,"35560008,35636406,37602832,39468922",COM,ruler,1.0
ResFinder,4,"35072601,37207327,38975326,39278463",COM,statistical,1.0
SnpEff,4,"35751823,37582787,38573379,38984674",COM,statistical,1.0
BC5CDR,4,"36329384,36755230,37018156,38066007",COM,ruler,1.0
BPE,4,"36109852,37922818,38442619,39367972",COM,statistical,1.0
PmiREN,4,"34554254,35556129,36562829,40380054",COM,ruler,1.0
BLE,4,"35676266,39939616,40006225,40050335",COM,statistical,1.0
NDB,4,"35331624,35455031,37122923,37953312",COM,ruler,1.0
AgBioData,4,"35616118,37971715,38079567,39804724",COM,ruler,1.0
gutMGene,4,"34500458,38886444,39475181,40123802",COM,ruler,1.0
GOLD,4,"36318257,36794865,38407294,39498478",COM,ruler,1.0
ANTECEDENTES,4,"34840306,35275596,36515514,36876973",COM,statistical,1.0
publically available,4,"35281847,35774515,37401008,38696985",FUL,ruler,1.0
CAT,4,"36412016,38643272,39102518,39517109",COM,statistical,1.0
Rhea,4,"34755880,35639928,39251610,39558156",COM,ruler,1.0
MIDAS,4,"36321886,37308855,38131109,38594229",COM,statistical,1.0
OncoKB,4,"35148171,35426945,35673010,40481323",COM,ruler,1.0
SIGNOR,4,"34954787,35664677,36243968,36882166",COM,ruler,1.0
GDB,4,"35835615,36533982,38057611,39733153",COM,"statistical,v2_bert",0.930952425
Global Alliance for Genomics and Health,4,"35980167,37196000,38449289,39633268",FUL,statistical,1.0
EfficientNet,4,"36549193,38739503,39891245,40341180",COM,statistical,1.0
EBRAINS,4,"36225653,36944675,38025966,38836701",COM,ruler,1.0
et,4,"35576425,36599960,36988912,38179668",COM,v2_bert,0.7312098975
AlexNet,4,"37079543,38287124,39523747,39648257",COM,statistical,1.0
DeepSurv,4,"37165971,37428248,39331900,39341114",COM,statistical,1.0
St.,4,"35879601,37518809,38593228,38997326",COM,statistical,1.0
Single,4,"37497716,37858214,38816401,38850360",FUL,v2_bert,0.55045314
SAM,4,"36128669,37523415,37595404,37624924",COM,statistical,1.0
genome,4,"35016262,37890715,38913305,38951884",FUL,v2_bert,0.570947925
SUMO,4,"36719225,37315789,38709873,40078315",COM,statistical,1.0
IMEx,4,"34761267,35507258,39401100,39558161",COM,ruler,1.0
Enalos Cloud Platform,4,"38646468,39526291,39555474,40325398",FUL,statistical,1.0
LoRA,4,"38900798,40038399,40319160,40421660",COM,statistical,1.0
GenBank®,4,"34850943,36350640,37889039,39558184",COM,v2_bert,0.9624009725
RESULTADOS,4,"34840306,35275596,36515514,36876973",COM,statistical,1.0
CRD,4,"35511882,36327654,37324587,40076808",COM,statistical,1.0
XLNet,4,"34232869,39388407,39496680,39631489",COM,statistical,1.0
Czech Republic,4,"35437400,35446896,36771869,37440522",FUL,statistical,1.0
BIO,4,"38406245,38643910,39197056,40596788",COM,statistical,1.0
SpyCatcher,4,"35938846,37083372,39226538,40233885",COM,statistical,1.0
PSM,4,"35511692,36918816,37644119,37867528",COM,statistical,1.0
IRD,4,"36350631,38102040,38819571,39202371",COM,"ruler,v2_bert",0.9343623375
GTR,4,"36370100,37387049,37994677,38940573",COM,ruler,1.0
CAF,4,"36530465,36922546,38031121,38507061",COM,statistical,1.0
dbNSFP,4,"35639618,35751824,37947586,38284225",COM,ruler,1.0
dbGaP,4,"35475145,36095221,36370100,36869285",COM,ruler,1.0
falciparum&lt;/i&gt,4,"35782147,36864926,38696552,39269188",COM,statistical,1.0
sup>2+</sup,4,"37074080,38054243,39723915,40234204",COM,statistical,1.0
REACTOME,4,"36207453,37260078,37461161,37732505",COM,statistical,1.0
PLSDB,4,"34850116,35489067,39565221,39960880",COM,ruler,1.0
RED,4,"35388953,35485953,36124958,36830638",COM,"ruler,v2_bert",0.84563045
KpSC,4,"35277433,35311639,38376382,40553506",COM,statistical,1.0
MalaCards,4,"35348648,35560008,38674412,38927512",COM,ruler,1.0
SVP,4,"35881922,38242917,38758092,39900597",COM,statistical,1.0
Xenbase,4,"34791383,35833709,36755307,38262680",COM,ruler,1.0
NetCDF,4,"35242947,36351966,37322090,39567545",COM,statistical,1.0
Carbohydrate Structure Database,4,"35275211,35354826,37306951,38914734",FUL,ruler,1.0
European Genome-phenome Archive,4,"34791407,37244984,38717988,38836701",FUL,ruler,1.0
GHG,4,"36697420,39237577,40074862,40185740",COM,statistical,1.0
pH.,4,"35324016,36150650,37315789,39236938",COM,statistical,1.0
CURE,4,"38554135,38697846,39010797,39670335",COM,statistical,1.0
single,4,"34671807,36792372,37715446,39380204",FUL,v2_bert,0.7863157975
NIRS,4,"37225767,37811478,39455586,39563275",COM,statistical,1.0
NCI-60,4,"34850112,37547083,37550087,38303722",COM,ruler,1.0
MongoDB,4,"35069719,38253529,38586142,38598715",COM,statistical,1.0
Molecular Signatures Database,4,"38717988,39049932,39227781,39833831",FUL,statistical,1.0
PheWAS,4,"34991903,36350801,37164621,39657951",COM,"statistical,v2_bert",0.9070131175
EWAS,4,"34718752,35592546,38069802,38443825",COM,ruler,1.0
CBCT,4,"36930985,37285215,37341036,39833232",COM,statistical,1.0
BioBank,4,"35614512,38565273,38608311,40211302",COM,statistical,1.0
GAG,4,"35306322,36950350,37261838,37349377",COM,ruler,1.0
A3D,4,"35445695,37716955,37897355,38738618",COM,ruler,1.0
National Genomics Data Center,4,"34718731,36420893,38018256,39530327",FUL,statistical,1.0
TS,4,"36640910,37691526,38522772,40127833",COM,v2_bert,0.643210225
TriNetX,4,"35854733,37193038,39678829,40346862",COM,statistical,1.0
APPRIS,4,"34755885,35751824,36124785,38256255",COM,ruler,1.0
BioGPT,4,"37468830,39167746,39444035,40417494",COM,statistical,1.0
MetaboBank,4,"34751405,36420889,37971299,39380489",COM,statistical,1.0
CBS,3,"39365707,39693053,40341255",COM,"ruler,v2_bert",0.9019949
HRA,3,"36973309,37181487,38834597",COM,statistical,1.0
TCMSP,3,"37605622,39468922,40044718",COM,ruler,1.0
Mendelian Inheritance in,3,"35504357,38629401,39143381",FUL,"ruler,v2_bert",0.7668159666666666
KIR,3,"38907897,39432666,40095784",COM,ruler,1.0
CHARMM,3,"36433655,36459116,37947503",COM,statistical,1.0
Structural Database of Allergenic Proteins,3,"35386653,37737991,37781674",FUL,statistical,1.0
CHD,3,"35961607,37604952,38194403",COM,ruler,1.0
Concise Guide,3,"38123152,38123153,38123154",COM,statistical,1.0
EVpedia,3,"36271888,38644519,38888007",COM,ruler,1.0
Concise,3,"38123152,38123153,38123154",COM,v2_bert,0.6738172499999999
CycleGAN,3,"35521557,38032941,40445983",COM,statistical,1.0
OPM,3,"34864908,38042878,40133776",COM,"ruler,v2_bert",0.8443636099999999
HSP70,3,"36333790,38301367,39787666",COM,statistical,1.0
HOF,3,"38091264,38865330,39910310",COM,statistical,1.0
EcoCyc,3,"36504784,37220074,40304522",COM,ruler,1.0
Research,3,"36318260,37968063,39658041",FUL,v2_bert,0.5888131033333334
CCA,3,"38888456,39378981,40507586",COM,"statistical,v2_bert",0.9094556666666667
WordNet,3,"35550565,36131199,40057525",COM,statistical,1.0
Korean National Health Information Database,3,"35929173,36758542,39828974",FUL,statistical,1.0
ORA,3,"37680201,39041916,40456783",COM,statistical,1.0
HDX,3,"35584038,35830607,40099873",COM,statistical,1.0
MOC,3,"36507160,38393600,40329977",COM,statistical,1.0
mics,3,"35145087,36215030,40447627",COM,v2_bert,0.6240460666666666
OMV,3,"35938846,36709333,38396192",COM,statistical,1.0
HEAL,3,"35801909,39144561,39510367",COM,statistical,1.0
CytoHubba,3,"36209090,37323558,38603733",COM,statistical,1.0
Experimental Factor Ontology,3,"37010521,38857186,40097274",FUL,ruler,1.0
HER,3,"36548217,37922818,38053595",COM,statistical,1.0
Coronavirus Disease 2019,3,"35866396,36426767,39850579",FUL,statistical,1.0
CDP,3,"35296673,35505336,38398150",COM,ruler,1.0
MODOMICS,3,"34893873,34986604,38015436",COM,ruler,1.0
NDRS,3,"36572524,37339842,38356732",COM,statistical,1.0
YanHuang,3,"39759003,39838386,40468594",COM,statistical,1.0
G6PD,3,"36681081,38728310,38853370",COM,ruler,1.0
CGIAR,3,"36452106,37440484,37465389",COM,statistical,1.0
HMDD,3,"35901464,37650649,37890424",COM,ruler,1.0
SCA,3,"35191723,38641842,38940164",COM,"statistical,v2_bert",0.9975219000000001
ConvNeXt,3,"37369770,38561979,39987104",COM,statistical,1.0
HIT,3,"34986599,35044812,37080987",COM,ruler,1.0
CCDB,3,"35461097,37646942,37646948",COM,ruler,1.0
AVAILABILITY,3,"35389344,35567946,36874981",COM,statistical,1.0
NOMA,3,"38625925,39250469,39271735",COM,statistical,1.0
Consortium,3,"35862536,38935267,39103649",COM,v2_bert,0.7843996999999999
KITTI,3,"35648872,38032941,38493221",COM,statistical,1.0
XAI,3,"36298417,36520016,38881954",COM,statistical,1.0
Observational Medical Outcomes Partnership,3,"35460296,38175665,39075459",FUL,statistical,1.0
HMI,3,"36124958,36997553,37666861",COM,statistical,1.0
Korean,3,"35929173,36758542,39242618",FUL,v2_bert,0.5286396266666666
Observational Medical Outcomes Partnership Common Data Model,3,"35404974,37596918,38749529",FUL,statistical,1.0
MNDR,3,"36134718,38127089,38733474",COM,ruler,1.0
base,3,"37889037,39441952,39588765",FUL,v2_bert,0.76726999
CHO,3,"35934186,36073082,37731040",COM,statistical,1.0
http://www.healthinformaticslab.org/supp/resources.php,3,"35514183,35818996,38497637",COM,statistical,1.0
3D,3,"35445695,38624007,39905665",COM,v2_bert,0.7551831666666667
dbAMP,3,"34850155,38958433,39540425",COM,ruler,1.0
RD-Connect,3,"35178824,37926714,39302238",COM,statistical,1.0
newly available,3,"35412635,35904089,37646941",FUL,ruler,1.0
International Cancer Genome Consortium,3,"35949260,37540443,39530087",FUL,statistical,1.0
PATRIC,3,"36350631,36817105,38819571",COM,ruler,1.0
European Genome-Phenome Archive,3,"35438138,39302238,40272881",FUL,statistical,1.0
MSC,3,"38053217,38449024,40140537",COM,statistical,1.0
IMPACT,3,"36043394,39433962,39658259",COM,"statistical,v2_bert",0.9011026833333333
IMGT®,3,"34875068,35622340,38975336",COM,v2_bert,0.8302863333333333
OpenNeuro,3,"35361781,36008415,36367313",COM,statistical,1.0
IMG/VR,3,"36399502,37644066,37735266",COM,statistical,1.0
AlphaMissense,3,"39729312,40133781,40133787",COM,statistical,1.0
PromethION,3,"36950143,37749493,40140766",COM,statistical,1.0
Enalos,3,"38646468,39526291,40325398",COM,v2_bert,0.7213726366666666
IIoT,3,"39774953,39913636,40281126",COM,statistical,1.0
AlphaFold DB,3,"34791371,36108094,37933859",COM,v2_bert,0.9599413333333334
FinnGen,3,"38743124,40069456,40996707",COM,statistical,1.0
PBSA,3,"37061608,37352252,39501332",COM,statistical,1.0
IHC,3,"37926662,38370413,38608321",COM,statistical,1.0
TSD,3,"35064124,36572655,39390007",COM,statistical,1.0
NARO,3,"37840980,38954043,40245413",COM,statistical,1.0
ChIP-Atlas,3,"35325188,38749504,40549542",COM,statistical,1.0
2021/22,3,"38123152,38123153,38123154",COM,statistical,1.0
TIMS,3,"37980348,38905538,40671090",COM,statistical,1.0
COS,3,"35134099,39333090,40050418",COM,statistical,1.0
Full-Length,3,"36613506,36902366,38907896",COM,statistical,1.0
RCP,3,"35115529,38066187,39910176",COM,statistical,1.0
dbPTM,3,"34788852,35148171,39526378",COM,ruler,1.0
Space Life Investigation Database,3,"36406421,37528331,37833498",FUL,ruler,1.0
CSDB,3,"35354826,35394655,38914734",COM,ruler,1.0
Florida State Collection of Arthropods,3,"37518486,38220658,38221441",FUL,statistical,1.0
NCD,3,"35864126,36310740,39726549",COM,statistical,1.0
MVP,3,"36555185,39352141,39401061",COM,ruler,1.0
TNBC,3,"36153392,39648257,40325455",COM,statistical,1.0
PubTator,3,"38572754,38886444,39982792",COM,statistical,1.0
NPP,3,"35933515,36308510,36513714",COM,statistical,1.0
ImmPort,3,"35262674,36266291,37180100",COM,statistical,1.0
NPInter,3,"35186016,36373614,38923911",COM,ruler,1.0
NCATS,3,"34648031,37140427,38271343",COM,v2_bert,0.7013447033333332
MacOS,3,"35804320,36274122,36312750",COM,statistical,1.0
CSI,3,"35922418,39788105,39987245",COM,statistical,1.0
Eukaryotic Pathogen,3,"34718728,37953350,38819572",FUL,v2_bert,0.8712142533333332
MTD,3,"35931779,40276250,40996717",COM,ruler,1.0
MalariaGEN,3,"35651694,36864926,39565917",COM,statistical,1.0
Cancer Epitope Database and Analysis Resource,3,"36250634,37258911,40779104",FUL,ruler,1.0
eGFP,3,"35560163,38336119,39003735",COM,statistical,1.0
Europe PMC,3,"37994696,38015968,40097274",COM,statistical,1.0
CRISPRi,3,"38054713,38054745,38262349",COM,v2_bert,0.8639429133333333
eBird,3,"35853908,38650359,39362872",COM,statistical,1.0
OrthoDB,3,"36350662,39535043,39830014",COM,ruler,1.0
IRIS,3,"37280240,37780991,38658585",COM,statistical,1.0
Maize Genetics and Genomics Database,3,"38816789,39151939,39453608",FUL,statistical,1.0
SpaceLID,3,"36406421,37528331,37833498",COM,ruler,1.0
RAM,3,"37216585,37294786,38588573",COM,statistical,1.0
CardioHotspots,3,"38752292,39963878,40996720",COM,"statistical,v2_bert",0.9972720666666666
PANTHER,3,"35390003,35398963,35640593",COM,ruler,1.0
CORUM,3,"35724564,36382402,39526397",COM,ruler,1.0
RGC,3,"38768635,39581874,40658718",COM,statistical,1.0
ChannelsDB,3,"37956324,38995543,39407342",COM,ruler,1.0
Society of Thoracic Surgeons Adult Cardiac Surgery Database,3,"36623634,38040323,40127833",FUL,statistical,1.0
Cistrome,3,"35782725,36688700,37971305",COM,ruler,1.0
MPDB,3,"35952423,38250527,38609440",COM,ruler,1.0
Functional Annotation of Animal Genomes,3,"36385508,39885415,40383208",FUL,ruler,1.0
2,3,"36806329,39424641,39984506",COM,v2_bert,0.5984801666666667
Society of Thoracic Surgeons General Thoracic Surgery Database,3,"36404445,38043852,39880273",FUL,statistical,1.0
MPAD,3,"36309134,39240325,40728624",COM,ruler,1.0
Society of Thoracic Surgeons Congenital Heart Surgery Database,3,"35892172,36640910,38522772",FUL,statistical,1.0
CMNPD,3,"37352252,38528548,40271912",COM,ruler,1.0
poly(ADP,3,"37116954,37326024,38206277",COM,statistical,1.0
PDBTM,3,"34864908,36917599,37870462",COM,ruler,1.0
Human Gene Mutation Database,3,"35330423,37845247,37931111",FUL,ruler,1.0
CLSI,3,"36533680,36817105,37882528",COM,statistical,1.0
K,3,"35021991,36593262,40538637",COM,"statistical,v2_bert",0.7786706
FerrDb,3,"36305834,38517778,38650009",COM,ruler,1.0
NONCODE,3,"38504112,39157583,40268235",COM,ruler,1.0
CoDNaS,3,"34954795,36111870,37184204",COM,ruler,1.0
HuBMAP,3,"36762475,36973309,37181487",COM,statistical,1.0
PDBj,3,"34865074,35507259,40133793",COM,ruler,1.0
Oligogenic Diseases Database,3,"35411390,37127601,38805753",FUL,statistical,1.0
ColabFold,3,"35637307,38166563,40080667",COM,statistical,1.0
4DN,3,"35412637,35501320,39283448",COM,ruler,1.0
KDD,3,"36182054,38778085,38898114",COM,ruler,1.0
PomBase,3,"35380656,37758508,38376816",COM,ruler,1.0
RegulonDB,3,"35584008,37971353,38771886",COM,ruler,1.0
aM.,3,"35446018,39412419,39999610",COM,statistical,1.0
KG,3,"35550555,38975336,39288310",COM,v2_bert,0.7526118666666667
TERT,3,"34606615,35705560,38421446",COM,statistical,1.0
piggyBac,3,"36451097,36804928,37755132",COM,statistical,1.0
ncAA,3,"35569121,37257197,37986218",COM,statistical,1.0
cAMP,3,"36902098,37696380,38190385",COM,statistical,1.0
CORE,3,"34850907,37768281,37962376",COM,ruler,1.0
Open Targets Platform,3,"36399499,38701887,39657122",FUL,statistical,1.0
gutMDisorder,3,"36215029,36255293,38227799",COM,ruler,1.0
Allen Brain Atlas,3,"36926884,37357231,37394145",COM,statistical,1.0
THINGS,3,"35296165,36847339,37095326",COM,statistical,1.0
IDC,3,"37832430,38177130,39443503",COM,ruler,1.0
Chemical Entities of Biological Interest,3,"34755880,36484697,39080729",FUL,ruler,1.0
CONCLUSIONES,3,"34840306,35275596,36515514",COM,statistical,1.0
COMPASS,3,"35283898,37369937,37947503",COM,statistical,1.0
canSAR,3,"35643512,36624665,39535036",COM,ruler,1.0
cM.,3,"38366548,39210290,39328063",COM,statistical,1.0
ICB,3,"36095221,38095856,38212124",COM,statistical,1.0
Aim:</b,3,"38700288,39741946,40586222",COM,statistical,1.0
JCLIMB,3,"36310740,38628931,39726549",COM,v2_bert,0.9786117766666665
ProNAB,3,"34606614,37117054,38458968",COM,ruler,1.0
Solve-RD,3,"37926714,39302238,39825153",FUL,"statistical,v2_bert",0.9578722666666667
IAA,3,"36846778,39225779,39277770",COM,statistical,1.0
McGowan,3,"37567000,40245534,40544559",COM,statistical,1.0
I,3,"35238605,37602832,39658869",COM,v2_bert,0.7704898933333334
European Space Agency,3,"36075903,37907558,38769397",FUL,statistical,1.0
ChromHMM,3,"34991667,38514204,38749504",COM,statistical,1.0
RRID,3,"35715874,36370112,40884802",COM,statistical,1.0
2015/16,3,"38123152,38123153,38123154",COM,statistical,1.0
ase,3,"34788826,39441952,40106489",COM,v2_bert,0.6806149
RSF,3,"37428248,37684259,39333608",COM,statistical,1.0
COBRA,3,"34719002,36047841,37566638",COM,statistical,1.0
ASAP,3,"34991446,38262929,38314123",COM,ruler,1.0
Worldwide Protein Data Bank,3,"38597878,38803272,39607707",FUL,ruler,1.0
SPI,3,"35354842,35544520,38937480",COM,statistical,1.0
Data Bank,3,"34865074,35507259,38597878",FUL,v2_bert,0.7348893166666667
Network of Cancer Genes,3,"35078504,35561191,38204924",FUL,ruler,1.0
SMACC,3,"37169224,39840476,40316178",COM,ruler,1.0
SMARTS,3,"35318851,36510332,39126359",COM,statistical,1.0
starBase,3,"37098414,38603733,38748636",COM,statistical,1.0
EPI,3,"36441743,36822264,39843395",COM,statistical,1.0
UALCAN,3,"35078134,35637248,39143966",COM,ruler,1.0
MirGeneDB,3,"34850127,35236776,35556129",COM,ruler,1.0
EFO,3,"37010521,37831073,37953384",COM,ruler,1.0
PROteolysis,3,"38554135,39101502,39395186",COM,statistical,1.0
https://pubchem.ncbi.nlm.nih.gov/,3,"36284750,36321230,37129482",COM,statistical,1.0
SMPDB,3,"36175836,37070209,37962386",COM,ruler,1.0
DisGeNet,3,"38979651,39797570,39888724",COM,statistical,1.0
EGFP,3,"37973836,38639487,40498244",COM,statistical,1.0
DTT,3,"35658467,37105065,38574199",COM,statistical,1.0
ssGSEA,3,"35152286,35361119,38717988",COM,statistical,1.0
SNOMED,3,"37138785,38635655,39636319",COM,statistical,1.0
NHID,3,"35929173,36758542,39828974",COM,v2_bert,0.9005030333333334
GenArk,3,"36420891,37784172,37953330",COM,"statistical,v2_bert",0.9126985666666666
mM.,3,"35917915,36289234,40288882",COM,statistical,1.0
iSyTE,3,"37191732,39240515,40238114",COM,ruler,1.0
GEN,3,"34591957,37036103,39361452",COM,ruler,1.0
FSCA,3,"37518486,38220658,38221441",COM,statistical,1.0
U,3,"36217102,36599960,39157988",FUL,v2_bert,0.6660993866666667
SWOT,3,"36597652,38018819,40514385",COM,statistical,1.0
FAIRer,3,"34747489,35888710,36470968",COM,statistical,1.0
DISCO,3,"34791375,38581420,39535037",COM,ruler,1.0
MII,3,"35612145,39176538,40380393",COM,statistical,1.0
BreakHis,3,"35349449,35607649,37029115",COM,statistical,1.0
Dockground,3,"35580077,36281025,39956358",COM,"statistical,v2_bert",0.9810722533333333
Galaxy,3,"34871369,36622853,39780046",COM,v2_bert,0.7086962
GrainGenes,3,"35407001,35616118,39963877",COM,ruler,1.0
ERIC,3,"38665834,39540839,40279327",COM,statistical,1.0
SIDER,3,"36516131,37117211,40240387",COM,statistical,1.0
BIC,3,"36263784,39101500,39154752",COM,ruler,1.0
PICO,3,"35606797,38375270,38643910",COM,statistical,1.0
Vesiclepedia,3,"36271888,37953359,38644519",COM,ruler,1.0
GlycoPOST,3,"37129482,38176651,39611991",COM,ruler,1.0
DPI,3,"35274672,36739908,38648052",COM,statistical,1.0
ViTs,3,"35281798,40044786,40323945",COM,statistical,1.0
LSFM,3,"35121789,36809643,36845124",COM,statistical,1.0
DQN,3,"36299577,38632323,39732964",COM,statistical,1.0
Toolbox,3,"36441743,38801081,40087197",COM,"statistical,v2_bert",0.7933581533333333
DRAMP,3,"34390348,35531270,39526377",COM,ruler,1.0
Barcoding Initiative Database,3,"38481855,38784157,38903959",FUL,statistical,1.0
DRB1,3,"36901730,38907896,40300101",COM,statistical,1.0
Therapeutic Target Database,3,"34718717,34986604,37713619",FUL,"statistical,v2_bert",0.9616161666666666
AJCC,3,"35844853,37245087,38660300",COM,statistical,1.0
AOP-Wiki,3,"35295213,35388368,38523647",COM,"statistical,v2_bert",0.9167277
iProX,3,"34871441,36370099,36529941",COM,ruler,1.0
Generative Adversarial Network,3,"36795731,37624781,38032941",FUL,"statistical,v2_bert",0.9295858666666666
EM,3,"35655179,39240325,40360482",COM,v2_bert,0.7132709133333334
UniCarb,3,"37129482,38995537,39611991",COM,ruler,1.0
lt;i&gt;In,3,"39269188,40285727,40388119",COM,statistical,1.0
BEL,3,"36464228,37975879,39067036",COM,statistical,1.0
BioRE,3,"35361129,36621289,37551911",COM,statistical,1.0
BioModels,3,"36699350,37312031,37402625",COM,ruler,1.0
SSbD,3,"38974014,40241813,40606542",COM,statistical,1.0
GEP,3,"38175391,39788105,39966530",COM,statistical,1.0
SRP,3,"36529979,36944655,38736322",COM,ruler,1.0
Genome Sequence Resource,3,"35926585,37097710,37156750",FUL,v2_bert,0.7745304133333333
SSC,3,"35493710,36368308,39609443",COM,statistical,1.0
SSCI,3,"35154305,39512796,39778786",COM,statistical,1.0
GenoSkyline,3,"34849578,37501720,38060592",COM,statistical,1.0
Genome Resource,3,"39241757,39567709,39793579",FUL,v2_bert,0.8320867533333333
EMPIAR,3,"36624667,37194693,37349345",COM,ruler,1.0
Universal Protein Resource,3,"36912607,37062771,37856620",FUL,ruler,1.0
BioLiP,3,"37522378,38862427,39788787",COM,ruler,1.0
DeepMind,3,"34791371,36382391,38065275",COM,statistical,1.0
i</sub,3,"38581280,38728989,40467341",COM,statistical,1.0
SSR database,3,"36980892,37510385,39602824",FUL,ruler,1.0
VDJdb,3,"37847663,38713861,40036690",COM,ruler,1.0
FPAR,3,"38942755,39333118,39865108",COM,statistical,1.0
BioSamples,3,"34747489,39797569,39854213",COM,ruler,1.0
National Cancer Database,3,"35609361,36840860,38940573",FUL,statistical,1.0
PathBank,3,"37962386,37994706,38471813",COM,statistical,1.0
Global,3,"35840601,38698803,39926355",FUL,v2_bert,0.6657074166666667
DataFrame,3,"37142970,39959838,39963877",COM,statistical,1.0
SUMMER,3,"35947748,39836277,40779118",COM,statistical,1.0
BiGG,3,"36399505,38758924,39715240",COM,ruler,1.0
NovaSeq,3,"35869426,36721080,39799121",COM,statistical,1.0
GENECI,3,"36803795,39013340,40596788",COM,statistical,1.0
Particle Swarm Optimization,3,"35853085,39732964,40348905",FUL,statistical,1.0
Panorama,3,"35354825,36370099,36529941",COM,ruler,1.0
VISTA,3,"37185767,38884049,39540753",COM,statistical,1.0
PVTT,3,"38508935,39530087,39948248",COM,statistical,1.0
SPARK,3,"38166233,39579383,40472336",COM,v2_bert,0.7843588
Biobank,3,"36964864,38198857,39911793",COM,v2_bert,0.76092437
SPEI,3,"38168497,38383611,38789504",COM,statistical,1.0
iModulons,3,"39193902,39441835,40057950",COM,statistical,1.0
